timestamp [s];actual_current [A];target_current [A];timestep [us];motor_torque [N.m];encoder_paddle_pos [deg];hall_voltage [V];stiffness [N.m/deg];resting_position [deg];led_0 [0.0-1.0];led_1 [0.0-1.0];led_2 [0.0-1.0];led_3 [0.0-1.0]
386.16235;-0.009101627395;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1634;-0.008168580942;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.16445;-0.008440471254;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1655;-0.008837588131;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.16655;-0.008887588978;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.16725;-0.008961335756;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1683;-0.009234406054;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.16935;-0.008612738922;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1704;-0.009054701775;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.17145;-0.008510460146;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1725;-0.00879306253;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1732;-0.009135652333;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.17425;-0.00843922887;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1753;-0.008769663051;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.17635;-0.009332490154;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1774;-0.008428052999;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.17845;-0.009243613109;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1795;-0.008710749447;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1802;-0.008687018417;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.18125;-0.009090457112;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1823;-0.008600246161;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.18335;-0.00911762286;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1844;-0.008431685157;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.18545;-0.008846118115;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1865;-0.009222329594;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1872;-0.008330489509;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.18825;-0.008909509517;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1893;-0.008611640893;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.19035;-0.008675226942;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1914;-0.008894911967;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.19245;-0.008651076816;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1935;-0.009248549119;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1942;-0.008357448503;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.19525;-0.008872472681;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1963;-0.00900279358;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.19735;-0.008550200611;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.1984;-0.009105634876;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.19945;-0.008745136671;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.20015;-0.008988546208;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2012;-0.008515461348;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.20225;-0.008684509434;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2033;-0.009317112155;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.20435;-0.008279014379;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2054;-0.008657101542;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.20645;-0.008923172951;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.20715;-0.008968406357;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2082;-0.009357595816;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.20925;-0.008211793378;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2103;-0.009032201022;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.21135;-0.008453497663;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2124;-0.008084917441;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.21345;-0.009061522782;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.21415;-0.008660862222;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2152;-0.008813239634;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.21625;-0.009301476181;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2173;-0.0084341662;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.21835;-0.009175589308;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2194;-0.008361061104;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.22045;-0.008706579916;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.22115;-0.009151720442;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2222;-0.008489580825;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.22325;-0.009484695271;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2243;-0.00856700819;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.22535;-0.009142241441;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2264;-0.008469012566;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2271;-0.00851718802;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.22815;-0.009319748729;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2292;-0.008102242835;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.23025;-0.00867858436;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2313;-0.009451790713;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.23235;-0.008191094734;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2334;-0.009313018993;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2341;-0.008091649041;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.23515;-0.008771958761;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2362;-0.00947122369;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.23725;-0.008658714592;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2383;-0.009232815355;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.23935;-0.008260180242;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2404;-0.00891080033;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2411;-0.009190904908;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.24215;-0.008353134617;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2432;-0.00927939266;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.24425;-0.008591587655;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2453;-0.008755708113;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.24635;-0.008754289709;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2474;-0.008441863582;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2481;-0.00925145112;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.24915;-0.0090368893;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2502;-0.008783764206;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.25125;-0.009240143001;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2523;-0.008330493234;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.25335;-0.009151677601;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.25405;-0.00898443535;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2551;-0.00901127141;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.25615;-0.008306214586;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2572;-0.008502226323;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.25825;-0.009281893261;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2593;-0.008680287749;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.26035;-0.008801915683;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.26105;-0.008340689354;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2621;-0.008405497298;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.26315;-0.009029248729;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2642;-0.00860409718;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.26525;-0.008635715581;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2663;-0.009227700531;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.26735;-0.008620904759;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.26805;-0.009055506438;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2691;-0.008729590103;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.27015;-0.008859096095;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2712;-0.008975636214;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.27225;-0.008239458315;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2733;-0.009198040701;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.27435;-0.008443295956;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.27505;-0.008498352021;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2761;-0.009207384661;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.27715;-0.008727694862;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2782;-0.008459126577;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.27925;-0.008884022944;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2803;-0.008781987242;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.281;-0.008859390393;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.28205;-0.008655202575;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2831;-0.00890975818;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.28415;-0.009108176455;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2852;-0.008939993568;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.28625;-0.008418751881;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2873;-0.00842721574;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.288;-0.008858244866;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.28905;-0.008631473407;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2901;-0.008717297576;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.29115;-0.008946320973;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2922;-0.008889806457;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.29325;-0.009081989527;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2943;-0.008429499343;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.295;-0.008505075239;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.29605;-0.00905059278;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2971;-0.008840197697;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.29815;-0.008957262151;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.2992;-0.009217083454;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.30025;-0.008802388795;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3013;-0.0086540021;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.302;-0.008423489518;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.30305;-0.009089941159;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3041;-0.00875925459;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.30515;-0.008861443959;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3062;-0.009457616135;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.30725;-0.008578927256;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.30795;-0.008732935414;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.309;-0.008801460266;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.31005;-0.008698460646;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3111;-0.009132245556;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.31215;-0.008549688384;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3132;-0.008893164806;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.31425;-0.008990813978;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.31495;-0.008378711529;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.316;-0.009120803326;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.31705;-0.008533136919;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3181;-0.008996472694;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.31915;-0.008979630657;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3202;-0.00872567948;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.32125;-0.009636861272;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.32195;-0.008366485126;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.323;-0.008730684407;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.32405;-0.008938781917;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3251;-0.008474719711;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.32615;-0.009404923767;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3272;-0.008833441883;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.32825;-0.008948651142;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.32895;-0.008926043287;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.33;-0.008690046147;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.33105;-0.009110026062;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3321;-0.008291445673;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.33315;-0.008687222376;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3342;-0.00923180487;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3349;-0.009079396725;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.33595;-0.009250328876;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.337;-0.008416537195;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.33805;-0.00875907205;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3391;-0.009210158139;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.34015;-0.008698092774;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3412;-0.008776237257;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3419;-0.008511137217;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.34295;-0.008779416792;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.344;-0.008839075454;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.34505;-0.008386115544;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3461;-0.00895697996;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.34715;-0.008776253089;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3482;-0.009110696614;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3489;-0.008281040937;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.34995;-0.008247516118;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.351;-0.008847267367;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.35205;-0.008909909055;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3531;-0.008914655074;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.35415;-0.008928458206;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3552;-0.008867530152;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3559;-0.009373053908;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.35695;-0.008291243576;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.358;-0.008960904554;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.35905;-0.008912309073;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3601;-0.00838914793;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.36115;-0.008729516529;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.36185;-0.008840300143;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3629;-0.008984112181;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.36395;-0.00908249151;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.365;-0.008800444193;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.36605;-0.008958607912;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3671;-0.008377753198;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.36815;-0.009067576379;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.36885;-0.008985989727;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3699;-0.008324162103;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.37095;-0.009089525789;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.372;-0.008915476501;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.37305;-0.008887624368;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3741;-0.008329346776;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.37515;-0.00820298586;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.37585;-0.008824459277;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3769;-0.008541408926;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.37795;-0.008802661672;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.379;-0.009275439195;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.38005;-0.008601223119;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3811;-0.009101147763;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.38215;-0.008774287067;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.38285;-0.008584575728;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3839;-0.008732967079;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.38495;-0.008250612766;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.386;-0.009052100591;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.38705;-0.00908265356;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3881;-0.008720672689;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3888;-0.009097785689;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.38985;-0.008623171598;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.3909;-0.008716556244;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.39195;-0.009027194232;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
386.393;-0.008644262329;0;350;0;-19.546875;1.714674234;0.009999999776;-18.91410065;0;0;0;0
